product_id,video_url,content_url,video_title,parent_title,aspects
B07CQ19NRY,https://www.amazon.com/vdp/9f7f9eb4e1da489f93520ccc88df1b67?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/e614ed8f-ae4d-5ac6-919e-fcf7d1cfdc5d/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Hugger Full Finger and Fingerless Black Deer Soft Leather Gloves w/Gel Padded Palms - Driving, Mo...","Hugger Full Finger Fingerless Black Deer Soft Leather Gloves w/Gel Padded Palms - Driving, Motorcycle Riding, Police, Outdoor","{'Brand': 'Hugger Glove Company', 'Material': 'Leather', 'Color': 'Black', 'Hand Orientation': 'Ambidextrous', 'Closure Type': 'Velcro wrist closure'}"
B076XS8PB6,https://www.amazon.com/vdp/1fd5514d80214613b06c81f664da8692?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/b97dfb88-f520-5808-98e0-829512529e1d/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,CarKleen Finishing Towel- Slate color 4 pack.,"CarKleen Microfiber Finishing Towel 4 Pack - Sonic Cut Edges - Streak Free Cleaning - Glass - Chrome - Fine Finishes - Interior & Exterior - Suede Feel Detailing Towel - 16"" x 16"" Four Pack","{'Color': 'Smoke', 'Brand': 'Clear Kleen', 'Material': 'Microfiber', 'Pattern': 'Solid', 'Package Type': 'Standard Packaging'}"
B0BGZ1NQ6Z,https://www.amazon.com/vdp/0eab6572426c417088ae2b3a109ec218?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/47ae5f21-b7a3-54ae-93c4-8f3c07a02b05/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"ARES 70205 | 3/8-Inch Drive 6"" Socket Organizer","ERNST 8-Inch Socket Rail Organizer with 9 1/4-Inch Twist Lock Clips, Red (8410-Red-1/4)","{'Material': 'Plastic', 'Color': 'Red', 'Finish Type': 'Powder Coated', 'Brand': 'Ernst Manufacturing', 'Power Source': 'Hand Powered', 'Measurement System': 'Metric'}"
B07DLDD6Z2,https://www.amazon.com/vdp/620c4a76161446bc8b8b329985124d32?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/66418bcb-35d5-562a-9c33-8e789d9abb7f/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Sierra MP39780 Ignition Switch - Off-Run-Start.Sierra Internacional mp39780Marino Interruptor de...,"Sierra International MP41040 Medium Ignition Switch , white","{'Operation Mode': 'MOTOR', 'Connector Type': 'Screw', 'Brand': 'Sierra International', 'Switch Type': 'Ignition Switch', 'Terminal': 'Screw', 'Mounting Type': 'Panel Mount', 'Actuator Type': 'Ignition', 'Color': 'white'}"
B09S9T9HB9,https://www.amazon.com/vdp/b9c742dcf4564baf83174b0e4bb4d96f?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/48392ac5-c004-5205-9150-0661db6bc2c5/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Defected after a month of having it,OLIKE for Honda Accord 2013 14 15 16 2017 9TH Fashion Style Door Sill Scuff Plate Guard Sills Protector Trim (White),"{'Color': 'White', 'Brand': 'OLIKE', 'Material': 'Stainless Steel'}"
B09S9T9HB9,https://www.amazon.com/vdp/c6bb7a2728d7485b8339674e61fd10a9?ref=dp_vse_rvc_1,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/53f39de8-1596-599d-8a20-2ab392261e4f/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,They look great!,OLIKE for Honda Accord 2013 14 15 16 2017 9TH Fashion Style Door Sill Scuff Plate Guard Sills Protector Trim (White),"{'Color': 'White', 'Brand': 'OLIKE', 'Material': 'Stainless Steel'}"
B074P9C2HJ,https://www.amazon.com/vdp/81424f02a2c94310bd7d3441f8a1cddf?ref=dp_vse_rvc_4,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/a0de4ce1-e55e-53c8-9e17-da3ce8654b7f/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,video1,Eccotemp EM-7.0 Mini Storage Tank Water Heater,"{'Brand': 'Eccotemp', 'Power Source': 'Corded Electric'}"
B074P9C2HJ,https://www.amazon.com/vdp/bc3a8a2acb0d46d7b1e780e28e5b2843?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/72859ecb-ae39-583d-a1db-9406f6208837/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Stiebel Eltron SHC Tank Electric Water Heater,Eccotemp EM-7.0 Mini Storage Tank Water Heater,"{'Brand': 'Eccotemp', 'Power Source': 'Corded Electric'}"
B0B1C3S1HS,https://www.amazon.com/vdp/1cbc9a8684774d1d911bf0f5ed3d5e96?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/9de25d83-a2d5-5f46-bbb7-c207d1a31808/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Smittybilt Overlander Tent,Topoak Pop Up Rooftop Tents Hard Shell for Camping Waterproof SUV Car Jeep Overland Tent Roof Rack Tent Triangle Aluminium Black RTT Campers Roofnest Falcon Easy 30s Setup,"{'Brand': 'Topoak', 'Material': 'Oxford', 'Seasons': '4 Season', 'Color': 'Gray', 'Sport Type': 'Camping & Hiking', 'Shape': 'Triangular', 'Installation Type': 'Roof Top', 'Closure Type': 'Zipper', 'Fabric Type': 'Aluminum'}"
B0C3VNZS7M,https://www.amazon.com/vdp/81be14a59f0248dda8649dc49a8b5046?ref=dp_vse_rvc_2,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/3da0797e-e2c1-58d7-bce7-4c3cf5a9a14e/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Camco RV Anode Rod with Drain for Aluminum Water Heater,"RV Water Heater Magnesium Anode Rod Compatible with Atwood Heaters 11553-4.5”, 1/2"" NPT, For RV, Camper and Trailer Water Heaters Replacement Parts","{'Country of Origin': 'China', 'Color': 'Silver', 'Material': 'Metal'}"
B07X3777JV,https://www.amazon.com/vdp/cfb01c1ef9f045f58d0b8636dc14c67d?ref=dp_vse_rvc_2,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/0c09333f-e030-599e-8328-1d07fbd7f69f/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Fancy Mobility Car Sun Visor Organizer - Auto Accessories Document Holder,"Document Holder for Vehicle Visor. Perfect for Insurance & Registration. Black Stretch Band and Black Buckle, Made in USA","{'Brand': 'Stuart Promotional Products', 'Color': 'Black'}"
B07X3777JV,https://www.amazon.com/vdp/18259f48e8804a6db2b305542a65777f?ref=dp_vse_rvc_5,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/9bb2f6dd-56c4-519c-b0ed-f7beae94d960/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,See how much the High Road Registration and Insurance Organizer can hold,"Document Holder for Vehicle Visor. Perfect for Insurance & Registration. Black Stretch Band and Black Buckle, Made in USA","{'Brand': 'Stuart Promotional Products', 'Color': 'Black'}"
B09Y2RJV34,https://www.amazon.com/vdp/a8c2df725a7e4132842fd7128d0cf78b?ref=dp_vse_rvc_4,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/4d43848d-4cc4-58a8-b45f-868d5bdd33ce/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,ILM Bluetooth Integrated Modular Flip up Full Face Motorcycle Helmet Sun Shield Mp3 Intercom DOT,"Martian Genuine Real Carbon Fiber Build Motorcycle Modular Flip up Full Face Helmet Black Motocross Dual Sports, DOT Approved","{'Material': 'Plastic', 'Sport Type': 'Motorcycling', 'Brand': 'Martian'}"
B09PPP9L43,https://www.amazon.com/vdp/37f7495f1cd94dcfa2fbaded83b8ce89?ref=dp_vse_rvc_7,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/b01affce-dd64-54fa-b52b-ab0750642943/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Auto Expressions Black Magic Tint Film Premium 35% VLT,"MotoShield Pro DIY Premium Nano Ceramic Tint (25% VLT) 24” in x 10’ ft Roll | Professional Window Film for Auto, Reduce Infrared Heat & Block UV by 99%","{'Brand': 'MotoShield Pro', 'Color': '25%'}"
B0BG4DBLMM,https://www.amazon.com/vdp/dbcdb4c6e9854b07855a72e78377c735?ref=dp_vse_rvc_2,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/90cf5496-65f2-5936-b04b-29c7c36bf026/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,OneTigris Seatback MOLLE Organizer,"OneTigris Car Back Seat Organizer - Truck Organizer Back Seat Storage, Universal Backseat Protector Seat Covers with Storage Pocket, Tactical Car Accessories Nylon MOLLE Panel for Vehicle, Truck, SUV","{'Material': 'Polyester', 'Color': 'Black', 'Brand': 'OneTigris', 'Shape': 'Square', 'Pattern': 'Solid'}"
B0B8ZBXX9K,https://www.amazon.com/vdp/0da3b8e8ba8343bf99e52bf3fc4e9e21?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/16fa9fe1-93fc-5481-83fd-5b6aca3fddd0/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,ILM Motorcycle Gloves Alloy Steel Hard Knuckle,AXBXCX Motorcycle Gloves Touchscreen Full Finger Tactical Gloves for Men Women,"{'Brand': 'AXBXCX', 'Material': 'Microfiber', 'Color': 'Black', 'Hand Orientation': 'Ambidextrous', 'Closure Type': 'Hook and Loop', 'Country of Origin': 'China'}"
B0964BPG5H,https://www.amazon.com/vdp/e3b066a238b24cadad31f8d0c1a9178a?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/f6483090-b4f8-5923-98d9-5ad0279e7183/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Motorcycle Safety Gear,"VCAN VX Lightweight Full Face Motorcycle Street Bike Helmet with Extra Tinted Visor, Coolmax Technology & OTG Ready, DOT & ECE 22.05 Approved","{'Color': 'Flat Black', 'Material': 'Thermoplastic', 'Sport Type': 'Motorcycling', 'Brand': 'VCAN'}"
B000H0PB3O,https://www.amazon.com/vdp/6dac9a0396314fe1b9da289e849acfa6?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/bbaac3f1-bdd2-5dd7-8f39-cff93018fd38/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Maxsa 20022 Car Butler Headrest Coat Hanger, Solid Wood & Metal","Maxsa 20022 Car Butler Shirt Suit Jacket OverCoat Rekel Rack Hanger for Car Seat Headrest, Premium Solid Wood & Metal","{'Color': 'Brown', 'Brand': 'Maxsa Innovations', 'Material': 'Other', 'Country of Origin': 'Taiwan', 'Mounting Type': 'Hanging'}"
B00Q3B12Y8,https://www.amazon.com/vdp/b76a1872bfee49ac8b2ccbf74dc36ada?ref=dp_vse_rvc_3,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/1b53680d-2f44-597c-ba2c-2aa2c1ed01a0/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,AEM 30-0300 X-Series Wideband UEGO AFR Sensor Controller Gauge,AEM 2 Gauge Display Set - UEGO WideBand A/F Ratio Gauge (30-4110) + Boost Pressure Gauge (30-4406),"{'Brand': 'AEM', 'Material': 'Plastic'}"
B0BX6PSLSW,https://www.amazon.com/vdp/afa901e82a9442ac9d23850df9ec33e1?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/354ce29e-a63a-54af-9587-d52738d8f397/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Explore the features of VViViD Dry Carbon Fiber vinyl,"6D Carbon Fiber Vinyl Wrap Roll, Lypumso Super Glossy Car Wrap Film Featuring Bubble Free Air Release Technology, Car Moto DIY Interior Exterior (Carbon Fiber Black, 1ft x 5ft)","{'Country of Origin': 'China', 'Brand': 'Lypumso', 'Color': 'Carbon Fiber Black'}"
B08BXQLBNC,https://www.amazon.com/vdp/63cbead543be4d49bf369ddef78f699f?ref=dp_vse_rvc_4,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/5f656252-7d4b-591e-9c4d-319a6b8c8609/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Camco Insect Screen Video,"RV Furnace Screen for RV Water Heater Vent Cover, RV Bugs Screen,Flying Insect Screen (8.5 x 6'', 4.5 x 4.5 '', 3.6'' x 1.3'')","{'Brand': 'Wadoy', 'Power Source': 'Battery Powered', 'Mounting Type': 'vent', 'Controller Type': 'Button Control', 'Material': 'Stainless Steel', 'Switch Type': 'Push Button'}"
B0BMM8JX38,https://www.amazon.com/vdp/1fe496315d0a49f29532df1c0161d5e7?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ec814f72-4378-52d9-b4c5-632e18f16676/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Amazon presents: Road Trip Essentials,Amazingforless Plaid 12V Heated Fleece Car Blanket with Controller for Timer & Heat Levels Plaid Electric Car Blanket (Black & White Plaid),"{'Material': 'Polyester', 'Brand': 'Amazing for less', 'Pattern': 'Plaid', 'Seasons': 'Winter', 'Fabric Type': 'Polyester', 'Country of Origin': 'China'}"
B0BMM8JX38,https://www.amazon.com/vdp/e79f1d8298644f09b16d8c791ad0edbb?ref=dp_vse_rvc_4,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/4fb7be4b-92fb-5628-961d-5b715a68ee3a/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Trillium Worldwide Heated Travel Blanket,Amazingforless Plaid 12V Heated Fleece Car Blanket with Controller for Timer & Heat Levels Plaid Electric Car Blanket (Black & White Plaid),"{'Material': 'Polyester', 'Brand': 'Amazing for less', 'Pattern': 'Plaid', 'Seasons': 'Winter', 'Fabric Type': 'Polyester', 'Country of Origin': 'China'}"
B008XLI87K,https://www.amazon.com/vdp/383961d33a7d4c7fb29e9845b6a02c9b?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/65887126-8ddf-52d6-beee-115f43223cf0/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Partsam Square Led Trailer Light,"LifeSupplyUSA 12V Magnetic Trailer Tow Light Kit for Auto, Boat, RV, Trailer","{'Brand': 'LifeSupplyUSA', 'Auto Part Position': 'Rear'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/81339a3ff8bb40e39519afd12c71f481?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/25f4c0f5-23fd-50e3-846c-55d1efe69b22/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Meguiar's DMC5B DA 5"" Microfiber Cutting Disc","Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/f619a53c24e44f78a457ed8bd3d57def?ref=dp_vse_rvc_3,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/6b347603-955a-5124-98fd-65ac1b56a440/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Meguiar's DMF3 DA 3"" Microfiber Finishing Disc, 2 Pack","Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/048045df18c544a481677398cfe350fb?ref=dp_vse_rvc_6,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/43457f07-4f7c-53e5-a7e1-7af3a5a087ee/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Meguiar's DMC3B DA 3"" Microfiber Cutting Disc, 12 Pack","Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/77759f653d8048828f7910d7545dd073?ref=dp_vse_rvc_7,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/cfbd5afc-b930-5f6b-a9ba-26804cfe8d28/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Meguiar's DMC6B DA 6"" Microfiber Cutting Disc, 12 Pack","Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/6de602999e8c48e6bc0e5b49210d4964?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/1165c190-07e7-5828-8255-8a06dc1bbd00/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,"Meguiar's DMF5B DA 5"" Microfiber Finishing Disc, 12 Pack.","Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B0C2D1WRSZ,https://www.amazon.com/vdp/6df26e42584d4881bc26d6485beb1339?ref=dp_vse_rvc_9,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/34c090bf-2c32-5792-9422-8a072540cfe6/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Profiline Perfect Finish,"Meguiar'S DMC5B DA 5"" Microfiber Cutting Disc, 12 Pack","{'Brand': ""Meguiar's"", 'Country of Origin': 'USA'}"
B09NMLMS1W,https://www.amazon.com/vdp/50dc10d3018f4c96bfae5ea00f254f2d?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/668f83e6-c30e-5613-8994-817dc8cf0364/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Hi-Lift Xtreme Video,BISupply Farm Jack - Red 48in Cast Iron High Lift Jack Utility Off Road Jack with a 3.3 Ton (6614lbs) Weight Capacity,"{'Material': 'Cast Iron', 'Brand': 'BISupply', 'Color': 'Red'}"
B09NMLMS1W,https://www.amazon.com/vdp/b3d43aef3e364a9f85060e23bd723e55?ref=dp_vse_rvc_1,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/aaf4ec18-1589-52b4-8f31-e0429a386e8c/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Hi-Lift Recovery Video,BISupply Farm Jack - Red 48in Cast Iron High Lift Jack Utility Off Road Jack with a 3.3 Ton (6614lbs) Weight Capacity,"{'Material': 'Cast Iron', 'Brand': 'BISupply', 'Color': 'Red'}"
B09NMLMS1W,https://www.amazon.com/vdp/d40e719c04f344b6a2add932eb2e9e7e?ref=dp_vse_rvc_7,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/ec366f96-122c-5d49-88e5-2cb0c00daf00/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Hi-Lift Accessories Video,BISupply Farm Jack - Red 48in Cast Iron High Lift Jack Utility Off Road Jack with a 3.3 Ton (6614lbs) Weight Capacity,"{'Material': 'Cast Iron', 'Brand': 'BISupply', 'Color': 'Red'}"
B09NMLMS1W,https://www.amazon.com/vdp/84e12e7e323d4db2866e61e78c8af65d?ref=dp_vse_rvc_8,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/3ed7adc0-d5c3-51ce-a600-38852cd3fb7d/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Hi-Lift Winching Video,BISupply Farm Jack - Red 48in Cast Iron High Lift Jack Utility Off Road Jack with a 3.3 Ton (6614lbs) Weight Capacity,"{'Material': 'Cast Iron', 'Brand': 'BISupply', 'Color': 'Red'}"
B004FEN9KK,https://www.amazon.com/vdp/430692342820447fa5e33e2bd74f0121?ref=dp_vse_rvc_0,https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-us-east-1-prod/v2/38d6f9b8-d210-54bd-b5e6-6ab4381c10dc/ShortForm-Generic-480p-16-9-1409173089793-rpcbe5.mp4,Master inner tie rod,"OEM TOOLS 27024 2-in-1 Tie Rod Tool, Inner Tie Rod Removal Tool, Fits 1-3/16"" Hex and 1-5/16"" Hex Nuts","{'Color': 'Multi', 'Material': 'Blend'}"
